Project_ID,Project_Name,Country,City,Contractor_Name,Equipment_ID,Equipment_Type,Usage_Hours,Downtime_Hours,Maintenance_Status,Material_Type,Quantity_Used,Unit_Cost,Supplier_Name,Project_Budget,Actual_Cost,Currency,Payment_Status,Start_Date,End_Date,Actual_Completion_Date,Delay_Days
KEN_10008,Calabar Waterfront Works,Nigeria,Benin City,Sahara Build Company,EQ-5912,Loader,131.4,34.2,running,Gravel,413.72 tons,98665.38,Cemex Supply,782858.13,782858.13,ngn,PARTIAL,11/08/23,2024/12/24 00:00,2024/11/25 00:00,-29
GHA10102,Ho Market Redevelopment,Ghana,Ho,Ubora Constructions,EQ3890,Excavator,232.4,67.4,BAD,Sand,21718kg,334075.23,TerraMix Logistics,25351204.02,29721503.79,USD,delayed,10/22/24,12/04/2025,16-May-2025,34
NGA/10103,Ibadan Drainage Expansion,Nigeria,Enugu,Apex Infra Ltd,EQ-1769,Excavator,33.2,79.8,needs repair,Limestone,145.23 tons,16836126.19,LAGOS INDUSTRIAL SUPPLY,17053064.11,13180003.4,NGN,PENDING,10/14/23,2024-11-19,2024/12/22 00:00,33
ZAF-0104,Bloemfontein Utilities Upgrade,South Africa,Port Elizabeth,Kubwa Engr,EQ-9795,Excavator,90.9,50.2,BAD,Limestone,201510kg,781187.56,West Stone Materials,29980368.64,29208175.02,zar,partial,2026/04/03 00:00,14-Aug-2027,2027/07/25 00:00,-20
ZAF 10105,Polokwane Industrial Estate,South Africa,Johannesburg,DeltaCore Builders,EQ-4023,Loader,1715.9,58.7,OK,Cement,170.64 tons,2631413.19,Cape Buildmart,121649153.51,129559944.36,NGN,Pending,06/26/23,06/08/2024,19-Nov-2024,15
KEN-10106,Machakos Estate Infrastructure,Kenya,Thika,Nylestone Construction,,Crane,,68.5,Needs Repair,Cement,219 bags,2321707.36,NILE QUARRIES,575523.82,490230.16,ZAR,partial,24/05/2024,05-Sep-2025,08/26/25,-10
ZAF-0107,Durban Freight Corridor,South Africa,Bloemfontein,Sahara Build Company,EQ-2542,Crane,1752.8,59.2,needs repair,Sand,37.65 tons,21150.19,African Steel Traders,425185.1,498616.59,USD,partial,28/03/2026,09/08/27,,two
KEN-0006,Kumasi Interchange Works,Ghana,Accra,Ubora Constructions,EQ-8693,Grader,171.9,46.6,OK,Gravel,185 bags,"GHS 1,652,467.61",Nile Quarries,80693022.68,88165620.58,KES,Delayed,2023/12/18 00:00,2025-04-02,17/07/2025,106
KEN_10109,Machakos Estate Infrastructure,Kenya,Mombasa,Apex Infrastucture,EQ-5237,Grader,74.1,23.2,service-needed,Steel,49 bags,77683.33,Savanna Aggregates,4994872.55,4994872.55,NGN,PARTIAL,2025/05/31 00:00,12/27/25,06-May-2026,130
NGA10042,Ibadan Drainage Expansion,Nigeria,Abuja,Nylestone Construction,EQ-8852,Excavator,53.2,53.5,SERVICE DUE,Sand,268.33 tons,154700.74,terramix logistics,17002395.72,16909537.98,NGN,partial,29-Dec-2025,2026-02-14,03/08/2026,170
NGA 10111,BENIN CITY FLYOVER PHASE,Nigeria,Port Harcourt,DeltaCore Builders,EQ-3663,Bulldozer,199.8,50.5,needs repair,Gravel,211 bags,51979.53,Cemex Supplies,22805534.39,25576295.74,KES,Delayed,16-Mar-2025,11/13/25,01/11/2025,-12
KEN/10112,Machakos Estate Infrastructure,Kenya,Nakuru,Nylestone Construction,EQ-7239,Crane,165.8,0.6,ok ,Gravel,370170kg,2580948.73,Nile Quarries,16207372.41,15341384.43,KES,Pending,2025/09/30 00:00,20/10/2025,2025/12/12 00:00,-45
ZAF/10113,Durban Freight Corridor,South Africa,Pretoria,Apex Infrastructure,EQ-8818,Crane,223.9,,running,Sand,107.56 tons,1752642.2,Kilimanjaro Cement,11497905.16,15015417.7,USD,Paid,04/03/26,2027/08/28 00:00,26/08/2027,-2
GHA10114,Takoradi Logistics Yard,Ghana,Cape Coast,Sahara Build Co,EQ-5513,Grader,75.8,8.1, needs repair,Cement,270.18 tons,N/A,lagos industrial supply,61562586.52,92350247.08,ZAR,delayed,14/01/2025,2026/01/08 00:00,,30
ZAF/10115,Pretoria Civic Build,South Africa,Durban,Apex Infrastructure,EQ-6783,Loader,191.6,12.4,BAD,Cement,17.23 tons,2402839.97,terramix logistcs,23278131.44,32110943.61,USD,partial,12/03/2025,2025-10-27,23/04/2026,178
NGA-10116,Kano Industrial Road,Nigeria,Lagos,Kentech Eng,EQ-1297,Crane,,38.6,service due,Cement,34.22 tons,9200102.47,Cemex Supply,40441106.87,38726947.01,NGN,PENDING,06/09/2025,01/08/2026,2026-10-28,88
ZAF_10117,Polokwane Industrial Estate,South Africa,Polokwane,Apex Infrastucture,EQ-8220,Crane,209.2,35.3,BAD,Cement,247.0 tons,3536445.73,Savanna Aggregates,16972526.45,21223844.63,USD,PENDING,2023-05-15,2023/07/01 00:00,2023/11/30 00:00,152
NGA-0118,Port Harcourt Port Link,Nigeria,Jos,Build Rite Contractors,EQ-6715,Crane,106.4,36.0,ok,Sand,229.35 tons,16600305.6,WestStone Materials,"NGN 149,190,393",201766807.73,NGN,Delayed,12/13/23,28/09/2024,2025-03-27,180
KEN/10119,Nairobi Ring Road Expansion,Kenya,Thika,Nylestone Construction,EQ-3904,Grader,-75.1,40.3,serviced,Steel,160.26 tons,89820.92,Cape Build Mart,27388236.32,39180324.89,GHS,Delayed,2023-10-28,2024-10-05,2024/11/14 00:00,40
KEN 10120,Thika Bridge Works,Kenya,Mombasa,Prime Span Africa,EQ-8412,Excavator,167.9,42.8,service due,Gravel,58 bags,2634897.51,Afri Steel Traders,28661607.53,40281549.01,zar,delayed,2023/01/05 00:00,2023-11-09,2023-12-06,27
NGA10121,Ibadan Drainage Expansion,Nigeria,Enugu,Kentech Engineering,,Loader,109.0,13.6,needs repair,Sand,97 bags,"USD 120,442.64",Nile Quarries,39476674.29,50921615.22,USD,Paid,05/25/24,2025/04/14 00:00,02/08/2025,110
KEN-0122,Nakuru Junction Upgrade,Kenya,Machakos,Mara Civil Works,EQ-4453,Grader,148.5,60.6,needs repair,Sand,115.78 tons,"USD 194,268.29",Cape Build Mart,1851711.95,1399182.17,USD,Paid,2023-04-05,22/01/2024,19/01/2024,-3
ZAF10123,Bloemfontein Utilities Upgrade,South Africa,Durban,Build Rite Contractors,EQ4587,Grader,-53.0,45.9,degraded,Steel,54.77 tons,74707.53,African Steel Traders,108932759.26,115467409.18,ZAR,paid,24/11/2024,2025/06/08 00:00,17/10/2025,131
GHA-0124,accra coastal bypass,Ghana,Kumasi,Kubwa Engineering,EQ-9738,Loader,214.7,21.1,service-needed,Gravel,68 bags,1547046.09,Kilimanjaro Cment,33790657.91,47122087.35,KES,,21-Jul-2025,27-Aug-2026,25-Aug-2027,363
ZAF 10125,Port Elizabeth Harbour Road,South Africa,Bloemfontein,Kubwa Engineering,EQ-2135,Excavator,38.8,0.5,degraded,Sand,426.21 tons,1680112.23,WestStone Material,405866.4,534058.21,KES,partial,2025/09/13 00:00,2026/07/02 00:00,2026-07-08,6
NGA-0126,Calabar Waterfront Works,Nigeria,Enugu,Sahara Build Company,EQ-8322,Grader,16.5,8.7,degraded,Gravel,55.78 tons,15587902.2,Kilimanjaro Cement,1503405.72,1533576.43,NGN,Pending,25-Aug-2025,01/05/27,21-Feb-2027,47
KEN10127,Machakos Estate Infrastructure,Kenya,Mombasa,Apex Infrastucture,EQ-7423,Crane,156.9,37.5, needs repair,Sand,253.48 tons,72581.74,Lagos Ind. Supply,2881341.52,4229684.6,KES,delayed,2025/10/26 00:00,2026/04/11 00:00,23-Mar-2026,-19
GHA-10128,Ho Market Redevelopment,Ghana,Cape Coast,Sahara Build Company,EQ-1094,Bulldozer,136.4,36.3, needs repair,Steel,6 bags,2174686.45,Savanna Aggregates,,2818635.6,NGN,PARTIAL,15-May-2023,08/14/23,2024/01/01 00:00,140
GHA10129,Sunyani District Road,Ghana,Cape Coast,Deltacore Buildrs,EQ-4250,Grader,151.4,54.4,needs repair,Steel,13 bags,"GHS 1,105,257.25",Cape Buildmart,22325483.2,21114068.19,ZAR,paid,2023/07/11 00:00,15/06/2024,2024-06-19,4
GHA-0130,Cape Coast Housing Scheme,Ghana,Accra,Nylestone Construction,EQ-7926,Loader,28.1,54.3,ok,Cement,182.96 tons,2139526.04,Kilimanjaro Cment,46732283.57,39709302.32,ZAR,Pending,04/29/25,05/15/26,17-Aug-2026,94
NGA-10131,Benin City Flyover Phase,Nigeria,Port Harcourt,Apex Infrastucture,EQ-1408,Excavator,-7.1,64.0,BAD,Gravel,237314kg,6635192.34,Kilimanjaro Cement,6666003.71,5359596.73,KES,Paid,14/02/2025,2026-05-13,,-15
GHA-0132,Tema Container Road,Ghana,Kumasi,PrimeSpan Africa,EQ-1109,Bulldozer,141.3,N/A,ok,Cement,183 bags,143371.58,Kilimanjaro Cement,4066621.51,5765895.75,ZAR,paid,2023/09/08 00:00,2024/08/10 00:00,07/15/24,-26
GHA10133,Accra Coastal Bypass,Ghana,Kumasi,PrimeSpan Africa,EQ-7018,Grader,60.8,53.4,running,Gravel,347 bags,"GHS 978,286.85",Cemex Spply,9118975.97,13203295.07,USD,PARTIAL,26/05/2023,01-Apr-2024,05/11/24,40
KEN-10134,Nairobi Ring Road Expansion,Kenya,Thika,PrimeSpan Africa,,Grader,115.5,62.1,running,Limestone,55247kg,"usd 195,692.80",Savanna Aggregate,187607745.13,209001770.04,GHS,PENDING,2025-07-24,15-Jan-2026,2026/01/16 00:00,1
ZAF10135,Pretoria Civic Build,South Africa,Polokwane,Kentech Engineering,EQ-8916,Crane,121.9,662.2,degraded,Gravel,425741kg,824420.18,Cape Buildmart,13124950.36,19133997.8,USD,partial,2025-07-19,23-Oct-2026,2027-03-05,133
ZAF-0136,Polokwane Industrial Estate,South Africa,Durban,Kentech Eng,EQ-5454,Excavator,85.8,68.8,needs repair,Gravel,284 bags,109110.04,Cemex Supply,43223512.51,51081427.78,KES,paid,2025-08-01,2025/11/18 00:00,01/11/26,54
KEN/10137,Eldoret Industrial Spur,Kenya,Mombasa,Sahara Build Company,EQ-5191,Grader,237.1,52.3,ok,Sand,132 bags,"182,176",WestStone Material,,44057312.01,GHS,Delayed,2025/11/07 00:00,17/10/2026,,-15
ZAF-10138,Johannesburg Transit Upgrade,South Africa,Pretoria,Apex Infrastucture,EQ-6576,Bulldozer,201.8,68.9,needs repair,Cement,65.95 tons,197806.62,Cemex Supply,23835466.68,31176832.26,KES,PARTIAL,07-Aug-2024,2025-06-10,11/23/25,166
KEN-0139,Mombasa Port Access Road,Kenya,Eldoret,DeltaCore Builders,EQ-3618,Loader,150.6,none,degraded,Cement,26322kg,283991.91,Cemex Spply,28746714.17,28746714.17,ZAR,paid,2023/12/30 00:00,2024-06-27,24/08/2024,-10
NGA_10140,Port Harcourt Port Link,Nigeria,Lagos,BuildRight Contractors,EQ-5991,Bulldozer,229.6,28.4,degraded,Cement,122 bags,14479870.84,Lagos Ind. Supply,46659179.14,49364124.65,ZAR,PENDING,26/02/2024,03/27/24,03/20/24,-7
GHA10141,Takoradi Logistics Yard,Ghana,Kumasi,buildright contractors,EQ-1488,Excavator,44.0,26.3,needs repair,Limestone,158 bags,2038345.19,African Steel Traders,1713873.64,1713873.64,ZAR,paid,2024-08-06,2024-09-02,08/26/24,-7
NGA-0142,Enugu Housing Spine,Nigeria,Lagos,Sahara Build Co,,Crane,107.5,32.5,OK,Cement,209.82 tons,"44,453",Cemex Supplies,296071.23,306389.13,NGN,Paid,21-Jan-2023,2023-07-11,2023-10-31,112
KEN/10143,Kisumu Waterfront Rehab,Kenya,Nairobi,Apex Infrastructure,EQ-9454,Grader,-29.8,77.0,needs repair,Limestone,68.1 tons,"1,897,160",Savanna Aggregates,9344596.75,13589313.52,KES,partial,09/03/2026,08-Feb-2027,2027/03/07 00:00,27
NGA_10144,Calabar Waterfront Works,Nigeria,Abuja,Nylestone Construction,EQ-4767,Bulldozer,72.2,4.6,service-needed,Gravel,146703kg,16326519.9,Cape Build Mart,32767395.84,48195598.75,KES,partial,24-May-2025,2025/10/16 00:00,2025/11/11 00:00,26
KEN-0145,Eldoret Industrial Spur,Kenya,Machakos,Ubora Constructions,EQ-2669,Bulldozer,43.5,50.5,bad,Sand,185520kg,"108,654",Cemex Spply,856583.24,1304226.57,ZAR,partial,10-Aug-2023,2024/06/04 00:00,2024/07/24 00:00,50
GHA-10146,Cape Coast Housing Scheme,Ghana,Tema,BuildRight Contractors,EQ-6826,Grader,29.8,293.1,BAD,Limestone,327235kg,593476.69,Kilimanjaro Cment,19007620.99,21273938.54,GHS,paid,03/06/25,2025-06-08,26-Sep-2025,110
KEN-10147,Mombasa Port Access Road,Kenya,Nakuru,Deltacore Buildrs,EQ-1132,Grader,219.7,69.7,Needs Repair,Limestone,98.17 tons,"KES 285,757.39",Cape Buildmart,14715326.13,18463577.47,ZAR,PENDING,2025-05-21,09-Sep-2026,2026-12-14,15
NGA-0148,Port Harcourt Port Link,Nigeria,Benin City,Kentech Eng,EQ-9831,Loader,102.3,46.5,service-needed,Gravel,104267kg,17610836.86,TerraMix Logistics,27445196.26,35858422.01,NGN,PARTIAL,06/04/2026,28/12/2026,18-May-2027,141
GHA10149,Cape Coast Housing Scheme,Ghana,Takoradi,PrimeSpan Africa,EQ-6449,Crane,201.9,0,ok ,Gravel,240945kg,"USD 12,855.33",Nile Quarries,22356264.51,26284529.3,KES,PENDING,2023/11/15 00:00,15/01/2025,06/07/2025,172
GHA/10150,Accra Coastal Bypass,Ghana,Cape Coast,Kubwa Engr,,Crane,1123.1,36.5,OK,Limestone,219 bags,163020.71,Cemex Supplies,13223722.28,13113037.72,USD,PENDING,11/12/24,2025-07-14,2025/09/23 00:00,0
NGA-0151,Benin City Flyover Phase,Nigeria,Port Harcourt,Apex Infra Ltd,EQ-5199,Loader,21.0,43.3,service due,Gravel,95.34 tons,51079.37,WestStone Materials,28452906.95,41404164.78,GHS,Pending,01/10/2023,07/12/2023,25/01/2024,49
KEN10152,Eldoret Industrial Spur,Kenya,Nairobi,Prime Span Africa,EQ-7528,Excavator,233.8,4.5,BAD,Gravel,254.81 tons,458378.1,TerraMix Logistics,20822456.82,15959391.57,KES,PARTIAL,02/05/23,18-Mar-2023,2023-02-15,-31
GHA10153,Accra Coastal Bypass,Ghana,Tamale,SAHARA BUILD CO,EQ-9257,Excavator,2.4,72.0,bad,Cement,249.64 tons,1128081.32,TerraMix Logistics,159036241.72,127795399.75,ZAR,Delayed,05-May-2025,07-Oct-2026,01-Mar-2027,145
GHA-0154,Tema Container Rd,Ghana,Ho,Sahara Build Co,EQ-8688,Grader,-38.6,25.8,Needs Repair,Limestone,148 bags,1447329.06,African Steels Trading,6639942.88,6639942.88,ZAR,partial,02/22/24,2025-01-20,06/05/25,136
NGA10155,Lagos Expressway Upgrade,Nigeria,Calabar,DeltaCore Builders,,Crane,181.7,,ok ,Gravel,61.11 tons,"NGN 7,975,545.18",African Steels Trading,46301296.04,56367224.85,zar,PARTIAL,2025-05-20,2025-12-25,07/06/2026,164
KEN-0156,Kisumu Waterfront Rehab,Kenya,Thika,Kubwa Engineering,EQ-3606,Grader,234.7,5.9,Service Due,Steel,113792kg,3180063.16,Afri Steel Traders,7473947.55,10202351.42,NGN,delayed,08/19/24,13/04/2025,07/22/25,100
NGA/10157,Enugu Housing Spine,Nigeria,Abuja,Ubora Construction,EQ-3239,Bulldozer,214.7,65.5,ok,Steel,139332kg,10304326.51,lagos industrial supply,87320432.02,103264144.71,KES,paid,19/06/2024,19/07/2025,09/30/25,73
KEN10158,Thika Bridge Workz,Kenya,Thika,Kentech Engineering,EQ-5361,Grader,27.7,46.2,degraded,Limestone,203.96 tons,3287957.45,Cemex Spply,25611115.5,39696274.65,USD,Pending,14/02/2023,07/08/2023,2023-11-27,112
ZAF-0159,Bloemfontein Utilities Upgrade,South Africa,Cape Town,Mara Civil Works,EQ-4008,Bulldozer,196.5,60.7,Degraded,Steel,268.29 tons,294589.26,Lagos Ind. Supply,715916.18,1083233.45,GHS,Pending,2025-04-21,08/08/25,,12
NGA 10160,Enugu Housing Spine,Nigeria,Kano,Kentech Engineering,EQ-6441,Excavator,133.3,66.9,degraded,Cement,95956kg,14236675.68,Cemex Supplies,24900236.77,33584960.79,NGN,Paid,03/15/26,10/09/26,11-Sep-2026,-28
KEN10161,Nairobi Ring Road Expansion,Kenya,Nairobi,buildright contractors,EQ-9830,Excavator,n/a,12.9,bad ,Gravel,193 bags,1367013.5,African Steels Trading,121078396.93,290224269.81,USD,partial,31-Mar-2025,2025/06/06 00:00,11/10/25,157
ZAF 10060,Ho Market Redevelopment,Ghana,Ho,Nylestone Construction,EQ-9101,Grader,19.1,9.2,needs repair,Cement,395149kg,1487202.12,African Steels Trading,158575745.61,187197456.47,KES,delayed,04/23/23,03-Nov-2023,2023-10-12,-22
ZAF/10163,Polokwane Industrial Estate,South Africa,Durban,NYLESTONE CONSTRUCTION,EQ-9248,Crane,117.4,4.0,service due,Limestone,219359kg,"ZAR 3,958,890.01",Kilimanjaro Cment,202555674.19,239653540.55, NGN,Paid,2025-08-02,2026-11-06,25/02/2027,111
GHA-0164,Sunyani District Road,Ghana,Cape Coast,Apex Infra Ltd,EQ-7933,Grader,1613.8,65.4,OK,Steel,78 bags,2097007.06,WestStone Materials,182261618.77,225653704.67,NGN,PENDING,2024-07-20,12/22/24,2025/05/16 00:00,145
NGA 10165,Benin City Flyover Phase,Nigeria,Enugu,Apex Infra Ltd,EQ-2373,Excavator,unknown,449.0,service due,Sand,317 bags,134026.49,WestStone Materials,20626060.94,33548197.98,USD,PARTIAL,2025-02-08,2025-05-28,2025-05-03,-25
KEN-0034,Cape Town Coastal Works,South Africa,Bloemfontein,nilestone construction,EQ-5859,Bulldozer,74.6,, needs repair,Limestone,129.14 tons,3244783.63,Cemex Spply,458142.72,600959.48,ZAR,PARTIAL,2025/08/04 00:00,03/04/26,03-Apr-2026,30
NGA_10167,Ibadan Drainage Expansion,Nigeria,Jos,Kubwa Engineering,,Loader,19.0,67.2,OK,Cement,11218kg,19541.62,West Stone Materials,31327299.54,26762455.5,GHS,PARTIAL,25-Sep-2024,04/01/2025,2025-02-13,40
GHA-0168,Sunyani District Road,Ghana,Sunyani,Nylestone Construction,EQ-9324,Loader,577.6,54.2,BAD,Steel,273 bags,382859.99,Terramix Logistcs,35243621.66,27330372.17,KES,Delayed,11/14/23,03/03/2025,2025/04/09 00:00,37
GHA/10033,Calabar Waterfront Works,Nigeria,Kano,Kubwa Engineering,EQ-5411,Grader,116.4,,BAD,Cement,176.33 tons,9027930.7,African Steel Traders,104704920.52,100792309.39,ghs,Paid,06/15/24,08/20/24,26-Oct-2024,67
GHA10170,Tema Container Road,Ghana,Tema,PrimeSpan Africa,EQ-6712,Crane,22.9,35.7,BAD,Steel,427 bags,975027.02,Lagos Ind. Supply,101797054.83,128439788.67,KES,Paid,2023/11/20 00:00,2024/10/30 00:00,2025-04-23,two
KEN-0139,Kumasi Interchange Works,Ghana,Kumasi,Prime Span Africa,EQ9750,Bulldozer,71.6,28.6,ok,Sand,236164kg,1693932.93,WestStone Materials,1445768.09,2211337.89,KES,PENDING,2023/11/20 00:00,16-Dec-2023,02/26/24,72
KEN_10172,Nairobi Ring Road Expansion,Kenya,Nakuru,BUILDRIGHT CONTRACTORS,EQ-7491,Excavator,210.6,41.8,service due,Steel,322.82 tons,577262.98,TerraMix Logistics,607348.82,616182.59,NGN,Pending,2024-01-10,29-Sep-2024,24/02/2025,-45
KEN_10173,Mombasa Port Access Road,Kenya,Nakuru,MARA CIVIL WORKS,EQ-9903,Loader,195.9,42.4,ok ,Steel,258100kg,21207.13,Terramix Logistcs,14904879.31,21805097.75,NGN,Paid,2025/01/23 00:00,11/20/25,18-Jan-2026,59
GHA/10174,Ho Market Redevelopment,Ghana,Sunyani,BuildRight Contractors,EQ-6890,Loader,104.7,63.1,needs repair,Limestone,151.85 tons,error,Savanna Aggregates,194825458.69,216878947.71,GHS,Paid,2024/10/10 00:00,12-Feb-2026,2026-07-31,169
NGA_10175,CALABAR WATERFRONT WORKS,Nigeria,Ibadan,Kubwa Engr,EQ-7261,Crane,184.8,31.6,BAD,Gravel,129.61 tons,"NGN 13,669,284.25",Kilimanjaro Cment,"ZAR 26,115,998",19285228.68,ZAR,paid,20-Jun-2024,2024/12/27 00:00,,-3
GHA10176,KUMASI INTERCHANGE WORKS,Ghana,Ho,Build Rite Contractors,EQ-8500,Loader,135.4,21.8,BAD,Sand,306 bags,1120240.8,Cemex Supplies,4928601.68,3602976.45,NGN,paid,10/09/23,2025-02-20,2025/06/09 00:00,109
KEN10177,Eldoret Industrial Spur,Kenya,Nakuru,Sahara Build Company,EQ-2710,Excavator,113.5,66.8,degraded,Cement,169743kg,266403.72,Cape Build Mart,15051084.8,22961244.1,KES,Paid,25/07/2023,2023-08-22,2023-08-23,1
NGA 10178,Enugu Housing Spine,Nigeria,Kano,DeltaCore Builders,,Grader,209.5,52.8,needs repair,Steel,390920kg,"NGN 5,853,069.15",Lagos Industrial Supply,4567256.78,6570586.06,NGN,PENDING,31/01/2023,11-Sep-2023,22-Dec-2023,102
NGA10179,Enugu Housing Spine,Nigeria,Abuja,Mara Civil Works,EQ-4609,Loader,152.0,40.5,running,Sand,21 bags,95112.78,Cape Build Mart,37329476.54,26883704.16,KES,PENDING,11-Mar-2024,07/22/25,13/08/2025,22
KEN 10180,Kisumu Waterfront Rehab,Kenya,Nairobi,Apex Infra Ltd,,Grader,197.5,71.1,ok,Gravel,66 bags,3279104.16,Afri Steel Traders,27655972.21,36133040.12,ZAR,Pending,2024/10/19 00:00,2025-08-06,09/30/25,55
NGA10042,Thika Bridge Works,Kenya,Mombasa,Prime Span Africa,,Loader,176.9,28.0, needs repair,Sand,307 bags,3470632.96,Kilimanjaro Cment,10419025.01,8266478.18,GHS,on hold,2023-07-04,2024-03-29,11-Jun-2024,15
GHA/10182,Accra Coastal Bypass,Ghana,Ho,Kentech Engineering,EQ-8873,Loader,129.6,49.9,ok ,Sand,115.27 tons,1416973.29,TerraMix Logistics,25296406.63,25015334.18,ZAR,paid,01/24/23,08/10/23,2024-05-01,265
NGA10183,Enugu Housing Spine,Nigeria,Kano,NileStone Construction,,Crane,6.8,53.6,degraded,Cement,145 bags,182056.09,West Stone Materials,3424183.84,4742486.58,KES,PENDING,2023/12/08 00:00,24-Dec-2024,2025/02/03 00:00,41
NGA/10184,Benin City Flyover Phase,Nigeria,Kano,Mara Civil Wroks,EQ-4338,Bulldozer,92.9,16.7,degraded,Steel,11 bags,16946572.75,Lagos Ind. Supply,46081064.25,33438223.64,USD,partial,01/27/23,16-Nov-2023,,0
GHA-10185,Accra Coastal Bypass,Ghana,Ho,BuildRight Contractors,EQ-9048,Crane,55.3,69.0,BAD,Sand,351.64 tons,2462190.18,Cemex Spply,483488.32,623126.43,ghs,Delayed,01/10/23,20-Feb-2024,,30
KEN-0186,Machakos Estate Infrastructure,Kenya,Nakuru,Build Rite Contractors,EQ-2161,Crane,-33.1,37.4,running,Sand,66.2 tons,2621725.49,Savanna Aggregates,1932275.07,1552012.5,USD,on hold,07-Jan-2025,2025-07-30,,4
NGA/10187,Enugu Housing Spine,Nigeria,Enugu,Prime Span Africa,EQ-6803,Grader,5.7,72.4,degraded,Steel,275.14 tons,-,Cemex Spply,7784114.65,10372207.73,NGN,delayed,2024-01-26,2024/07/26 00:00,29-Aug-2024,34
ZAF-10188,Bloemfontein Utilities Upgrade,South Africa,Johannesburg,Deltacore Buildrs,EQ-3445,Grader,188.4,,needs repair,Gravel,160889kg,879020.08,West Stone Materials,33839130.99,33839130.99,KES,partial,19-Oct-2025,02/05/2026,20/04/2026,-12
ZAF10189,Bloemfontein Utilities Upgrade,South Africa,Durban,Ubora Constructions,EQ-5917,Bulldozer,612.6,34.3, needs repair,Steel,334.63 tons,3794403.85,Cape Build Mart,10759746.35,12682551.18,NGN,Delayed,06-Jan-2023,07/04/2024,2024/08/31 00:00,146
KEN/10190,Eldoret Industrial Spur,Kenya,Mombasa,Apex Infra Ltd,,Bulldozer,1064.1,68.4,needs repair,Gravel,412145kg,885636.19,kilimanjaro cment,19853387.34,15680076.74,NGN,pending,2024/09/04 00:00,04/12/25,2025-06-13,62
ZAF-0191,Durban Freight Corridor,South Africa,Pretoria,Ubora Construction,EQ-4960,Loader,138.2,67.5,running,Cement,80.66 tons,1052854.37,WESTSTONE MATERIAL,22056470.79,28027775.23,GHS,Pending,2025-06-02,2025/09/18 00:00,31/12/2025,104
NGA-10192,Lagos Expressway Upgrade,Nigeria,Kano,Apex Infra Ltd,,Bulldozer,143.8,, needs repair,Gravel,78765kg,17954325.22,Cemex Supply,29522078.04,41878294.55,NGN,Pending,04/05/2024,2024/05/28 00:00,24/10/2024,149
KEN 10193,Thika Bridge Works,Kenya,Nairobi,Ubora Construction,EQ-7417,Grader,142.6,61.3,ok,Steel,150847kg,1002590.3,Cemex Spply,79533.44,79533.44,GHS,PARTIAL,10/08/2023,05/01/24,2024/09/24 00:00,-10
NGA/10194,Lagos Expressway Upgrade,Nigeria,Jos,Mara Civil Wroks,EQ-8360,Excavator,135.0,801.0,Needs Repair,Cement,99053kg,"7,184,564",Kilimanjaro Cement,23806462.93,41547480.77,GHS,Paid,2025-02-21,07/02/26,2026-07-23,21
GHA10195,Accra Coastal Bypass,Ghana,Takoradi,Ubora Constructions,EQ-4869,Loader,228.4,61.6,degraded,Limestone,167570kg,853369.82,West Stone Materials,22876452.25,25827321.02,KES,Pending,01/23/25,26/06/2025,2025-06-27,1
KEN10196,Kisumu Waterfront Rehab,Kenya,Eldoret,build rite contractors,EQ-8627,Crane,120.9,27.8,degraded,Gravel,226 bags,136664.01,Afri Steel Traders,22899933.3,22897810.77,ngn,,07/08/2023,2024/10/24 00:00,16/02/2025,115
ZAF-10197,Polokwane Industrial Estate,South Africa,Polokwane,Kubwa Engr,,Grader,65.6,33.1,needs repair,Limestone,382 bags,189414.23,Cemex Spply,1239880.72,2448692.27,GHS,partial,26-Mar-2025,30-May-2025,04/20/26,325
ZAF/10198,Bloemfontein Utilities Upgrade,South Africa,Cape Town,Ubora Construction,EQ-2530,Grader,218.7,46.5,running,Limestone,279.68 tons,378012.38,Lagos Industrial Supply,10179964.95,12333864.19,NGN,Delayed,2023-11-07,29/03/2025,2025-03-25,15
ZAF-0199,Port Elizabeth Harbour Road,South Africa,Johannesburg,Prime Span Africa,EQ-3133,Loader,68.3,62.8,running,Sand,419511kg,"USD 3,314.34",Cemex Supplies,14828240.26,15900517.56,ZAR,delayed,2026/01/18 00:00,04/18/26,,0
KEN_10200,Eldoret Industrial Spur,Kenya,Machakos,PRIMESPAN AFRICA,EQ-4622,Crane,234.8,79.9,degraded,Limestone,387582kg,312913.06,Nile Quarrys,704452.02,788270.44,KES,paid,2025/04/29 00:00,07/16/25,12/14/25,151
ZAF_10201,Bloemfontein Utilities Upgrade,South Africa,Durban,Mara Civil Wroks,EQ-3665,Bulldozer,199.5,,ok,Steel,350139kg,N/A,Nile Quarries,10818779.68,15971002.29,ZAR,PENDING,26-Jun-2024,04/24/25,2025-05-20,-45
